"Id","CorrelationId","CommandText","Parameters","DurationMs","Timestamp"
"69617572-c638-4542-8928-1551b65c025c","b30824f0b900464888f449334e873a1f","SELECT (
    SELECT p0.""Name""
    FROM ""SalesOrderItems"" AS s2
    INNER JOIN (
        SELECT s4.""Id"", s4.""LocationId"", s4.""SOCreatedDate""
        FROM ""SalesOrders"" AS s4
        WHERE s4.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s4.""IsDeleted"")
    ) AS s3 ON s2.""SalesOrderId"" = s3.""Id""
    INNER JOIN (
        SELECT p.""Id"", p.""Name""
        FROM ""Products"" AS p
        WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"")
    ) AS p0 ON s2.""ProductId"" = p0.""Id""
    WHERE s3.""SOCreatedDate"" >= @fromDate AND s3.""SOCreatedDate"" < @toDate AND s3.""LocationId"" = ANY (@locationIds) AND s.""ProductId"" = s2.""ProductId""
    LIMIT 1) AS ""Name"", COALESCE(sum(CASE
    WHEN s.""Status"" = 1 THEN -1.0 * s.""Quantity""
    ELSE s.""Quantity""
END), 0.0) AS ""Count""
FROM ""SalesOrderItems"" AS s
INNER JOIN (
    SELECT s0.""Id"", s0.""LocationId"", s0.""SOCreatedDate""
    FROM ""SalesOrders"" AS s0
    WHERE s0.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s0.""IsDeleted"")
) AS s1 ON s.""SalesOrderId"" = s1.""Id""
WHERE s1.""SOCreatedDate"" >= @fromDate AND s1.""SOCreatedDate"" < @toDate AND s1.""LocationId"" = ANY (@locationIds)
GROUP BY s.""ProductId""
ORDER BY COALESCE(sum(CASE
    WHEN s.""Status"" = 1 THEN -1.0 * s.""Quantity""
    ELSE s.""Quantity""
END), 0.0) DESC
LIMIT @p","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@fromDate=3/12/2026 7:00:00 PM;@toDate=4/12/2026 7:00:00 PM;@locationIds=System.Collections.Generic.List`1[System.Guid];@p=10;","79","2026-04-12 17:53:34.23355"
"e941c8d7-c11c-4242-b8be-43896ea30ab7","fde5510c3f4744aaa3635d2c8dfd116d","SELECT s.""ProductId"", COALESCE(sum(s.""Quantity""), 0.0) AS ""Quantity"", COALESCE(sum((s.""Quantity"" * s.""UnitPrice"" - s.""Discount"") + s.""TaxValue""), 0.0) AS ""Revenue""
FROM ""SalesOrderItems"" AS s
INNER JOIN (
    SELECT s0.""Id"", s0.""LocationId"", s0.""SOCreatedDate""
    FROM ""SalesOrders"" AS s0
    WHERE s0.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s0.""IsDeleted"")
) AS s1 ON s.""SalesOrderId"" = s1.""Id""
WHERE s1.""SOCreatedDate"" >= @startOfLastYear AND s1.""SOCreatedDate"" < @endOfLastYear AND s1.""LocationId"" = ANY (@locationIds) AND s.""ProductId"" = ANY (@topProductIds) AND s.""Status"" <> 1
GROUP BY s.""ProductId""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@startOfLastYear=1/1/2025 12:00:00 AM;@endOfLastYear=1/1/2026 12:00:00 AM;@locationIds=System.Collections.Generic.List`1[System.Guid];@topProductIds=System.Collections.Generic.List`1[System.Guid];","26","2026-04-12 17:53:34.24769"
"a6a40261-46d0-471d-9e66-41873c612781","ddd78b94f731496989db9a04870eed8d","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-12 17:53:34.271954"
"12862d7a-e6a2-486a-a3bd-85b06fc2baa4","2a4014112f04430481eb9e665ef1839e","SELECT s.""ProductId"", s.""TaxId"", s.""CreatedBy"", s.""CreatedDate"", s.""DeletedBy"", s.""DeletedDate"", s.""Id"", s.""IsDeleted"", s.""LastSyncedAt"", s.""ModifiedBy"", s.""ModifiedDate"", s.""SyncVersion"", s.""TenantId"", s.""Id0"", s.""CreatedBy0"", s.""CreatedDate0"", s.""DeletedBy0"", s.""DeletedDate0"", s.""InPutAccountCode"", s.""IsDeleted0"", s.""LastSyncedAt0"", s.""ModifiedBy0"", s.""ModifiedDate0"", s.""Name"", s.""OutPutAccountCode"", s.""Percentage"", s.""SyncVersion0"", s.""TenantId0"", p0.""Id"", b0.""Id"", p2.""Id"", u0.""Id""
FROM (
    SELECT p.""Id"", p.""BrandId"", p.""CategoryId"", p.""Name"", p.""UnitId""
    FROM ""Products"" AS p
    WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"")
    ORDER BY p.""Name""
    LIMIT @p1 OFFSET @p
) AS p0
LEFT JOIN (
    SELECT b.""Id""
    FROM ""Brands"" AS b
    WHERE b.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (b.""IsDeleted"")
) AS b0 ON p0.""BrandId"" = b0.""Id""
INNER JOIN (
    SELECT p1.""Id""
    FROM ""ProductCategories"" AS p1
    WHERE p1.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p1.""IsDeleted"")
) AS p2 ON p0.""CategoryId"" = p2.""Id""
INNER JOIN (
    SELECT u.""Id""
    FROM ""UnitConversations"" AS u
    WHERE u.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (u.""IsDeleted"")
) AS u0 ON p0.""UnitId"" = u0.""Id""
INNER JOIN (
    SELECT p3.""ProductId"", p3.""TaxId"", p3.""CreatedBy"", p3.""CreatedDate"", p3.""DeletedBy"", p3.""DeletedDate"", p3.""Id"", p3.""IsDeleted"", p3.""LastSyncedAt"", p3.""ModifiedBy"", p3.""ModifiedDate"", p3.""SyncVersion"", p3.""TenantId"", t0.""Id"" AS ""Id0"", t0.""CreatedBy"" AS ""CreatedBy0"", t0.""CreatedDate"" AS ""CreatedDate0"", t0.""DeletedBy"" AS ""DeletedBy0"", t0.""DeletedDate"" AS ""DeletedDate0"", t0.""InPutAccountCode"", t0.""IsDeleted"" AS ""IsDeleted0"", t0.""LastSyncedAt"" AS ""LastSyncedAt0"", t0.""ModifiedBy"" AS ""ModifiedBy0"", t0.""ModifiedDate"" AS ""ModifiedDate0"", t0.""Name"", t0.""OutPutAccountCode"", t0.""Percentage"", t0.""SyncVersion"" AS ""SyncVersion0"", t0.""TenantId"" AS ""TenantId0""
    FROM ""ProductTaxes"" AS p3
    INNER JOIN (
        SELECT t.""Id"", t.""CreatedBy"", t.""CreatedDate"", t.""DeletedBy"", t.""DeletedDate"", t.""InPutAccountCode"", t.""IsDeleted"", t.""LastSyncedAt"", t.""ModifiedBy"", t.""ModifiedDate"", t.""Name"", t.""OutPutAccountCode"", t.""Percentage"", t.""SyncVersion"", t.""TenantId""
        FROM ""Taxes"" AS t
        WHERE t.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (t.""IsDeleted"")
    ) AS t0 ON p3.""TaxId"" = t0.""Id""
    WHERE p3.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p3.""IsDeleted"")
) AS s ON p0.""Id"" = s.""ProductId""
ORDER BY p0.""Name"", p0.""Id"", b0.""Id"", p2.""Id"", u0.""Id""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@p1=100;@p=0;","7","2026-04-12 17:53:57.408139"
"3f4fe7c2-956c-44ec-af50-411ca3e8783c","2fe270621a854af6b9ee373b2b080b28","SELECT count(*)::int
FROM ""ReminderSchedulers"" AS r
WHERE r.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (r.""IsDeleted"") AND NOT (r.""IsActive"") AND r.""UserId"" = @_userInfoToken_Id AND NOT (r.""IsRead"")","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@_userInfoToken_Id=a29de04b-8668-4510-8107-13b7d5869736;","25","2026-04-12 17:53:57.406428"
"93e827b4-9ede-4836-acc1-85fc21709a36","1fac4c1d1133492fb968ef2861114691","SELECT count(*)::int
FROM ""Customers"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND (c.""SalesPersonId"" = @userId OR (c.""LocationId"" IS NOT NULL AND c.""LocationId"" = ANY (@allowedLocations)))","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@userId=a29de04b-8668-4510-8107-13b7d5869736;@allowedLocations=System.Collections.Generic.List`1[System.Guid];","5","2026-04-12 17:54:30.328667"
"b5c71c6d-4112-486d-a133-8c6ae3eb2cc9","8e10a6958833419bbe979eca56b5f5e8","SELECT s1.""Id"", s1.""ContactPerson"", s1.""Description"", s1.""Fax"", s1.""SupplierName"", s1.""Website"", s1.""MobileNo"", s1.""PhoneNo"", s1.""Email"", s2.""CountryName"" AS ""Country""
FROM (
    SELECT s.""Id"", s.""BillingAddressId"", s.""ContactPerson"", s.""Description"", s.""Email"", s.""Fax"", s.""MobileNo"", s.""PhoneNo"", s.""SupplierName"", s.""Website""
    FROM ""Suppliers"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"")
    ORDER BY s.""SupplierName""
    LIMIT @p1 OFFSET @p
) AS s1
INNER JOIN (
    SELECT s0.""Id"", s0.""CountryName""
    FROM ""SupplierAddresses"" AS s0
    WHERE s0.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s0.""IsDeleted"")
) AS s2 ON s1.""BillingAddressId"" = s2.""Id""
ORDER BY s1.""SupplierName""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@p1=100;@p=0;","3","2026-04-12 17:54:30.331194"
"33005d6d-7054-4756-9d15-1264cb93ad87","1fac4c1d1133492fb968ef2861114691","SELECT c.""Id"", c.""CustomerName"", c.""Email"", c.""ContactPerson"", c.""MobileNo"", c.""Website"", c.""IsWalkIn""
FROM ""Customers"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND (c.""SalesPersonId"" = @userId OR (c.""LocationId"" IS NOT NULL AND c.""LocationId"" = ANY (@allowedLocations)))
ORDER BY c.""CustomerName""
LIMIT @p3 OFFSET @p","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@userId=a29de04b-8668-4510-8107-13b7d5869736;@allowedLocations=System.Collections.Generic.List`1[System.Guid];@p3=100;@p=0;","7","2026-04-12 17:54:30.336993"
"2f718d8c-e305-49db-b8cd-4d2d1b0a67b8","eeff2df6741f40819c799d009d6aef04","SELECT p1.""Id"" AS ""PurchaseOrderId"", p1.""OrderNumber"" AS ""PurchaseOrderNumber"", p1.""DeliveryDate"" AS ""ExpectedDispatchDate"", s0.""SupplierName"", p1.""SupplierId"", (
    SELECT COALESCE(sum(CASE
        WHEN p2.""Status"" = 0 THEN p2.""Quantity""
        ELSE -p2.""Quantity""
    END), 0.0)
    FROM ""PurchaseOrderItems"" AS p2
    WHERE p1.""Id"" = p2.""PurchaseOrderId"") AS ""TotalQuantity""
FROM (
    SELECT p.""Id"", p.""DeliveryDate"", p.""OrderNumber"", p.""SupplierId""
    FROM ""PurchaseOrders"" AS p
    WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"") AND NOT (p.""IsPurchaseOrderRequest"") AND p.""DeliveryStatus"" = 0 AND p.""LocationId"" = ANY (@_userInfoToken_LocationIds) AND (
        SELECT COALESCE(sum(CASE
            WHEN p0.""Status"" = 0 THEN p0.""Quantity""
            ELSE -p0.""Quantity""
        END), 0.0)
        FROM ""PurchaseOrderItems"" AS p0
        WHERE p.""Id"" = p0.""PurchaseOrderId"") > 0.0
    ORDER BY p.""DeliveryDate"" DESC
    LIMIT @p
) AS p1
INNER JOIN (
    SELECT s.""Id"", s.""SupplierName""
    FROM ""Suppliers"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"")
) AS s0 ON p1.""SupplierId"" = s0.""Id""
ORDER BY p1.""DeliveryDate"" DESC","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@_userInfoToken_LocationIds=System.Collections.Generic.List`1[System.Guid];@p=10;","10","2026-04-12 17:54:30.848728"
"0915498d-8ae9-439a-b4ad-3f5ee5d1ccea","cbd4d3d887774301827ae11ee581c541","SELECT count(*)::int
FROM ""ReminderSchedulers"" AS r
WHERE r.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (r.""IsDeleted"") AND NOT (r.""IsActive"") AND r.""UserId"" = @_userInfoToken_Id AND NOT (r.""IsRead"")","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@_userInfoToken_Id=a29de04b-8668-4510-8107-13b7d5869736;","3","2026-04-12 17:56:00.050679"
"af5e5c46-13cb-4247-a63a-067daba31993","2d1d2aad4fbe408bae66693821902a63","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-12 17:57:06.979"
"12d19333-fff2-4416-9787-02054183f93d","f945d373fc5946308e8bceaad85bbf66","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND c.""TenantId"" = @tenantId_Value
LIMIT 1","@ef_filter__CurrentTenantId=f5f6c417-8da0-4e57-b4ba-55713ee466e3;@tenantId_Value=f5f6c417-8da0-4e57-b4ba-55713ee466e3;","3","2026-04-12 17:57:16.994857"
"b383720e-cd06-432d-ac90-38b285e63325","dc2d018a733c4bf1be06e49278f90a4c","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND c.""TenantId"" = @tenantId_Value
LIMIT 1","@ef_filter__CurrentTenantId=f5f6c417-8da0-4e57-b4ba-55713ee466e3;@tenantId_Value=f5f6c417-8da0-4e57-b4ba-55713ee466e3;","1","2026-04-12 17:57:16.994047"
"3f0b68f0-0752-432b-bb26-9b4fb268228d","372db7dc19fc44a2966881bdf065d909","SELECT t.""Id"", t.""Address"", t.""ApiKey"", t.""ApiKeyCreatedDate"", t.""ApiKeyEnabled"", t.""ApiKeyLastUsedDate"", t.""BusinessType"", t.""ConnectionString"", t.""ContactEmail"", t.""ContactPhone"", t.""CreatedDate"", t.""Currency"", t.""IsActive"", t.""LicenseType"", t.""LogoUrl"", t.""MaxUsers"", t.""Name"", t.""Subdomain"", t.""SubscriptionEndDate"", t.""SubscriptionPlan"", t.""SubscriptionStartDate"", t.""TimeZone"", t.""TrialExpiryDate""
FROM ""Tenants"" AS t
WHERE t.""Id"" = @tenantId_Value
LIMIT 1","@tenantId_Value=f5f6c417-8da0-4e57-b4ba-55713ee466e3;","0","2026-04-12 17:57:17.057021"
"f41932d2-0100-4960-a0a2-a9fce5f3450a","f945d373fc5946308e8bceaad85bbf66","SELECT t.""Id"", t.""Address"", t.""ApiKey"", t.""ApiKeyCreatedDate"", t.""ApiKeyEnabled"", t.""ApiKeyLastUsedDate"", t.""BusinessType"", t.""ConnectionString"", t.""ContactEmail"", t.""ContactPhone"", t.""CreatedDate"", t.""Currency"", t.""IsActive"", t.""LicenseType"", t.""LogoUrl"", t.""MaxUsers"", t.""Name"", t.""Subdomain"", t.""SubscriptionEndDate"", t.""SubscriptionPlan"", t.""SubscriptionStartDate"", t.""TimeZone"", t.""TrialExpiryDate""
FROM ""Tenants"" AS t
WHERE t.""Id"" = @tenantId_Value
LIMIT 1","@tenantId_Value=f5f6c417-8da0-4e57-b4ba-55713ee466e3;","0","2026-04-12 17:57:17.05702"
"39025554-83b3-423a-be82-1ecbc6b9c248","372db7dc19fc44a2966881bdf065d909","SELECT l.""Id"", l.""ActivatedAt"", l.""CreatedBy"", l.""CreatedDate"", l.""DeletedBy"", l.""DeletedDate"", l.""ExpiresAt"", l.""IsDeleted"", l.""IssuedAt"", l.""LastSyncedAt"", l.""MaxUsers"", l.""ModifiedBy"", l.""ModifiedDate"", l.""Plan"", l.""Status"", l.""SyncVersion"", l.""TenantId"", l.""TokenHash"", l.""TokenId""
FROM ""Licenses"" AS l
WHERE l.""TenantId"" = @tenantId_Value AND NOT (l.""IsDeleted"") AND l.""Status"" = 'Active'
ORDER BY l.""IssuedAt"" DESC
LIMIT 1","@tenantId_Value=f5f6c417-8da0-4e57-b4ba-55713ee466e3;","2","2026-04-12 17:57:17.02835"
